severity,event_id,market,symbol,event_time,event_type_l2,title,event_text,quality_flags
medium,seed_cn_600760__5d78376462,CN,600760,2024-01-14,公司指引上调/下调,中国半年度业绩展望公告,年度指引 | 公告 预期:卖方 前值:上次,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_600760__8c75f3dbdb,CN,600760,2024-07-01,公司指引上调/下调,中国一季度业绩预告指引,投关记录 | 原文 预期:无 前值:无,只有标题/正文过短 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
medium,seed_cn_600760__c0be35fb5b,CN,600760,2024-11-25,公司指引上调/下调,中国上市公司年度经营目标公告,年度指引 | 公告 预期:卖方 前值:上次,只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_600760__f5c1b05650,CN,600760,2024-04-01,公司指引上调/下调,中国上市公司年度业绩指引公告,年度指引 | 公告 预期:卖方 前值:上次,只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_600809__25453c50da,CN,600809,2024-07-01,财报超预期/不及预期,中国一季报业绩预告集中披露,年报快报 | 公告 预期:卖方 前值:上年同期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_600809__39b00eee8e,CN,600809,2024-12-09,财报超预期/不及预期,中国三季报业绩快报汇总,三季报 | 公告 预期:市场 前值:上期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_600809__b7c52b8fad,CN,600809,2024-04-01,财报超预期/不及预期,中国半年报业绩综述,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_600809__ba06012f17,CN,600809,2024-01-27,财报超预期/不及预期,中国半年报业绩综述,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_600887__27a0fb1398,CN,600887,2024-04-01,财报超预期/不及预期,中国创业板/科创板业绩预告密集披露,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_600887__4bc06220fd,CN,600887,2024-11-05,财报超预期/不及预期,中国创业板/科创板业绩预告密集披露,年报快报 | 公告 预期:卖方 前值:上年同期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_600887__7849b2ab86,CN,600887,2024-07-01,财报超预期/不及预期,中国半年报业绩综述,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_600887__9e82e63814,CN,600887,2024-01-11,财报超预期/不及预期,中国半年报业绩综述,三季报 | 公告 预期:市场 前值:上期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_600900__18d330fede,CN,600900,2024-01-26,并购/分拆/再融资,中国上市公司重大资产重组预案公告,定增/转债/配股 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_600900__1fb190e33c,CN,600104,2024-01-07,公司指引上调/下调,中国投资者关系活动记录表(含业绩指引),年度目标 | 公告 预期:市场 前值:前年度,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_600900__43e29327a4,CN,600900,2024-10-25,公司指引上调/下调,中国一季度业绩预告指引,半年展望 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_cn_600900__5c104ce379,CN,600900,2024-07-01,并购/分拆/再融资,中国上市公司发行股份购买资产公告,定增/转债/配股 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_600900__7ec35386c1,CN,600900,2024-10-20,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_600900__8ca73bab49,CN,600900,2024-07-01,公司指引上调/下调,中国上市公司年度经营目标公告,年度指引 | 公告 预期:卖方 前值:上次,只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_600900__9551af8ac2,CN,600900,2024-04-01,公司指引上调/下调,中国投资者关系活动记录表(含业绩指引),半年展望 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_600900__f4599f103e,CN,600900,2024-04-01,并购/分拆/再融资,中国上市公司重大资产重组预案公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_600917_event_dd245707dd,CN,600917,2026-04-20,财报超预期/不及预期,重庆燃气:重庆燃气2026年第一季度业绩快报公告,重庆燃气:重庆燃气2026年第一季度业绩快报公告 | 600917 重庆燃气 · 业绩快报,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601166__2384e358c6,CN,601166,2024-10-17,财报超预期/不及预期,中国一季报业绩预告集中披露,半年报综述 | 公告 预期:机构 前值:上年同期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601166__3fe2c346d3,CN,601166,2024-07-01,财报超预期/不及预期,中国一季报业绩预告集中披露,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601166__6f09cb3bca,CN,601166,2024-04-01,财报超预期/不及预期,中国一季报业绩预告集中披露,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601166__9addc06f1b,CN,601166,2024-01-05,财报超预期/不及预期,中国三季报业绩快报汇总,三季报 | 公告 预期:市场 前值:上期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601198_event_7edeb29dba,CN,601198,2025-12-18,公司指引上调/下调,东兴证券:东兴证券董事会关于本次交易信息公布前股票价格波动是否达到《上海证券交易所上市公司自律监管指引第6号——重大资产重组》相关标准的说明,东兴证券:东兴证券董事会关于本次交易信息公布前股票价格波动是否达到《上海证券交易所上市公司自律监管指引第6号——重大资产重组》相关标准的说明 | 601198 东兴证券 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
medium,seed_cn_601288__2ede9b1a2a,CN,601288,2024-07-01,财报超预期/不及预期,中国创业板/科创板业绩预告密集披露,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601288__310f84fca1,CN,601288,2024-11-25,财报超预期/不及预期,中国三季报业绩快报汇总,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601288__3d6c419866,CN,601288,2024-01-25,财报超预期/不及预期,中国A股年报季上市公司业绩快报汇总,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601288__7f0513a1c5,CN,601288,2024-04-01,财报超预期/不及预期,中国三季报业绩快报汇总,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601398__a17cac49d7,CN,601398,2024-07-01,财报超预期/不及预期,中国三季报业绩快报汇总,半年报综述 | 公告 预期:机构 前值:上年同期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601398__ac81f864d2,CN,601398,2024-01-17,财报超预期/不及预期,中国三季报业绩快报汇总,年报快报 | 公告 预期:卖方 前值:上年同期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601398__ea199991e5,CN,601398,2024-04-01,财报超预期/不及预期,中国半年报业绩综述,半年报综述 | 公告 预期:机构 前值:上年同期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601398__f033864db8,CN,601398,2024-10-28,财报超预期/不及预期,中国三季报业绩快报汇总,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601668__374bd3db9f,CN,601668,2024-10-20,财报超预期/不及预期,中国三季报业绩快报汇总,一季预告 | 正文:公告 预期:一致 前值:上期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601668__669f0d773e,CN,601668,2024-07-01,财报超预期/不及预期,中国三季报业绩快报汇总,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_601668__a1ccdfffca,CN,601668,2024-04-01,财报超预期/不及预期,中国三季报业绩快报汇总,三季报 | 公告 预期:市场 前值:上期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601668__b75e474836,CN,601668,2024-01-13,财报超预期/不及预期,中国半年报业绩综述,年报快报 | 公告 预期:卖方 前值:上年同期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601828_event_facd347589,CN,601828,2026-01-17,财报超预期/不及预期,美凯龙:2025年度业绩预亏的提示性公告,美凯龙:2025年度业绩预亏的提示性公告 | 601828 美凯龙 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_601888__012f03ce15,CN,601888,2024-10-09,并购/分拆/再融资,中国上市公司发行股份购买资产公告,重大重组 | 公告 预期:卖方一致 前值:历史案例,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_601888__1f27ec0a11,CN,601888,2024-01-25,并购/分拆/再融资,中国A股并购重组委审议公告,重大重组 | 公告 预期:卖方一致 前值:历史案例,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_601888__434d5cf5aa,CN,601888,2024-04-01,并购/分拆/再融资,中国上市公司重大资产重组预案公告,分拆上市 | 公告 预期:市场 前值:前期,模板/占位字段 | 只有标题/正文过短
medium,seed_cn_601888__e2c9b782a8,CN,601888,2024-07-01,并购/分拆/再融资,中国上市公司发行股份购买资产公告,重大重组 | 公告 预期:卖方一致 前值:历史案例,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_601899__1df2f6677e,CN,601899,2024-01-06,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,重大重组 | 公告 预期:卖方一致 前值:历史案例,只有标题/正文过短 | 并购缺交易实体/动作
